wordCount,skillCount,claimedYears,hasGithub,hasLinks,educationMentions,certMentions,projectCount,avgProjectAgeMonths,timelineGapMonths,contributionCount90d,contributionStreakWeeks,institutionRank,skillConsistency,label_score,label_fraud
630.8168713826718,7.0,7.726924613764434,0.0,0.0,1.0,1.0,4.0,31.38231287238096,6.318350408139589,8.0,2.0,5.0,0.7644275779558426,40.748332498092026,0
728.8695937333539,15.0,15.348276145820941,1.0,1.0,3.0,3.0,1.0,21.83174809510909,11.614547660768178,44.0,5.0,5.0,0.5577943492162059,23.377175732590167,1
528.9713373599666,13.0,9.273251475356343,1.0,1.0,1.0,1.0,2.0,15.352401907867433,6.516085270518765,72.0,8.0,1.0,0.8088124046346173,59.913488213366804,0
235.7724922678403,6.0,5.914026103042728,0.0,1.0,1.0,1.0,5.0,12.914169921893542,29.979769520473365,5.0,2.0,3.0,0.541180358689378,4.544730464741557,1
737.1645717649088,12.0,2.3168415683898456,0.0,0.0,0.0,0.0,2.0,6.967035928904906,1.9467474172149934,12.0,1.0,5.0,0.490551617886787,33.946712522259716,0
633.3617278521128,11.0,6.738204883401505,1.0,1.0,1.0,2.0,4.0,12.171599467845565,13.830706609285086,87.0,3.0,1.0,0.8281752445267048,57.808867100004775,0
776.2690404170454,7.0,8.967498933649273,0.0,0.0,3.0,3.0,2.0,40.36000040612903,8.295477978502367,12.0,1.0,2.0,0.7937319963001817,51.47214915942095,0
562.8952091016281,13.0,7.118495110235758,0.0,0.0,4.0,1.0,3.0,8.189486779005037,6.107631649984837,13.0,3.0,1.0,0.7107522238300098,48.770347100117775,0
596.4400968429696,11.0,8.577672380075187,1.0,1.0,3.0,3.0,7.0,47.11357282225705,2.3535948912218227,64.0,6.0,1.0,0.7901040441219356,65.0042479303948,0
811.2320836969118,12.0,4.379400123506068,1.0,1.0,1.0,3.0,5.0,1.8569913137817462,23.321060869386965,44.0,5.0,4.0,0.4236415228790366,17.07545148658066,1
435.15154784216173,7.0,4.139230590308299,0.0,0.0,3.0,1.0,2.0,22.78249473987677,1.367590763813114,8.0,2.0,1.0,0.5968534254122686,39.997595449470545,0
802.512347983452,13.0,7.177834630122351,0.0,0.0,2.0,3.0,2.0,20.573163449366277,16.037837212409727,9.0,1.0,3.0,0.5349658650442206,18.957826890628414,1
1028.236914682123,14.0,8.668532460373768,1.0,1.0,2.0,2.0,5.0,6.8800694106376135,15.91519284490229,48.0,11.0,2.0,0.5259451647392362,31.67973661007223,1
679.053169110057,3.0,3.0225174568620945,1.0,1.0,3.0,3.0,6.0,0.0,6.108002998551819,42.0,4.0,2.0,0.7752415131680943,29.264332768332157,1
718.0375160755054,12.0,5.074540900243922,0.0,0.0,2.0,1.0,6.0,33.462470692477254,5.820071828784189,13.0,3.0,3.0,0.6928575886921069,46.94211091376464,0
1028.6160188261026,10.0,6.974145571490297,1.0,1.0,2.0,3.0,3.0,49.48431528827835,0.0,86.0,7.0,1.0,0.8490738087559149,82.43017223175013,0
724.4959745252635,12.0,20.420501001810372,0.0,1.0,1.0,3.0,11.0,32.90412784057071,12.70629662993679,12.0,0.0,5.0,0.7142956927211235,27.205244479175718,1
671.381129851639,12.0,17.41150331602711,1.0,0.0,0.0,4.0,7.0,17.84543661281894,13.544034679560541,77.0,12.0,5.0,0.7086099174817716,38.97549824024506,1
756.3344791554647,10.0,2.0410564619188993,1.0,1.0,0.0,3.0,6.0,20.899986175017947,0.0,54.0,8.0,2.0,0.7515891294415704,66.21340863037638,0
1227.9364828705816,13.0,15.178366343805147,1.0,1.0,5.0,3.0,4.0,21.674239907758537,33.53920225840578,105.0,6.0,2.0,0.5000609980411215,37.028090483509494,1
496.7421284538336,9.0,4.366908228438154,0.0,1.0,4.0,2.0,1.0,24.699566912542746,29.24161183228703,12.0,3.0,1.0,0.3490936616024084,10.497995869514241,1
453.85905948280595,8.0,4.993434103766138,1.0,0.0,3.0,1.0,2.0,36.43160692852844,8.356653599953832,67.0,7.0,4.0,0.8194454030072289,53.370286405106796,0
848.9529496323571,10.0,10.286142810059221,1.0,0.0,1.0,2.0,3.0,10.39784416009136,6.551591695853653,53.0,9.0,4.0,0.8114625217337057,54.731926822485036,0
367.5027292716292,9.0,0.5888422715488328,0.0,1.0,0.0,0.0,7.0,24.328983456538314,10.112936848137583,8.0,0.0,2.0,0.5806472969516775,30.664869732901906,0
443.0238019417118,8.0,4.304152131509751,1.0,0.0,0.0,1.0,5.0,24.12169044975346,12.705739442885028,34.0,3.0,5.0,0.6813840860846078,31.889575709640503,0
809.1499806720363,14.0,10.547242110882202,1.0,1.0,0.0,1.0,5.0,54.442993148861746,0.0,80.0,7.0,1.0,0.8177778728764935,76.3588929394733,0
